lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
36,2,126.9,5,11,4,3,0,0,0,1
178,2,132.25,7,23,4,4,2,1,0,0
4,0,233.33,10,28,4,2,1,0,5,0
8,0,85.0,2,15,4,2,1,0,0,0
181,0,111.5,7,1,4,4,1,0,0,0
19,1,118.67,10,3,4,1,2,0,0,1
20,0,95.0,9,18,3,1,2,0,0,1
166,0,110.0,11,1,3,3,0,0,0,0
99,0,81.0,2,19,2,1,0,0,0,1
24,1,95.0,10,9,3,1,2,0,0,1
191,0,132.0,6,3,3,2,1,0,0,0
17,0,85.0,9,27,3,2,0,3,0,1
25,0,139.0,9,8,4,2,0,3,0,0
185,0,103.5,12,16,4,2,1,0,3,1
0,0,89.0,5,9,4,0,1,3,0,1
79,0,75.0,11,13,3,2,0,0,0,1
208,0,80.75,7,30,4,2,2,3,0,0
185,2,116.1,9,29,4,3,2,0,0,0
40,0,76.92,6,21,4,1,0,0,0,0
116,0,85.0,2,28,3,1,2,0,0,1
5,0,119.0,3,29,4,1,0,0,0,1
29,1,86.45,2,12,4,2,0,0,0,1
45,0,75.0,10,30,3,2,2,0,0,1
215,2,100.8,5,4,4,4,0,0,0,0
100,1,140.0,9,28,3,4,0,1,0,1
47,2,120.95,1,20,4,4,1,0,4,1
141,1,163.8,9,23,4,2,0,0,3,1
3,2,0.0,8,9,4,1,2,0,1,1
103,0,94.5,7,18,3,1,2,1,0,0
31,1,69.5,2,6,4,1,2,3,0,1
75,0,72.25,4,18,3,2,1,3,0,1
37,1,80.3,2,10,4,4,1,0,0,1
351,3,85.85,12,23,4,7,3,0,3,1
35,1,200.0,9,26,4,1,1,0,0,1
72,3,79.2,11,13,4,0,2,3,0,1
111,2,198.9,5,27,4,2,1,0,5,1
32,0,73.0,11,20,3,2,0,0,0,1
53,1,88.0,11,4,4,2,0,3,0,1
49,1,94.51,12,7,4,4,0,1,3,1
35,0,108.0,8,31,4,3,0,3,0,1
144,1,105.4,4,22,3,2,1,0,0,0
206,0,106.0,9,19,2,2,1,0,4,0
20,1,89.0,6,26,4,0,1,3,0,1
10,1,155.0,9,3,4,1,0,0,5,1
4,1,75.35,1,10,4,14,6,0,0,1
84,0,96.3,7,17,4,3,2,3,0,0
72,2,118.8,10,20,4,3,0,0,0,1
79,0,75.0,4,27,3,3,0,0,0,1
56,0,168.3,7,30,4,2,2,0,3,0
0,0,59.94,11,16,4,4,0,3,0,1
47,1,125.1,9,20,4,1,0,3,0,1
81,1,85.0,11,29,4,0,1,0,0,0
22,1,68.07,11,24,4,3,1,0,0,1
81,0,60.0,2,19,3,2,1,0,0,1
256,0,0.0,9,14,4,0,0,0,0,0
16,2,140.0,10,21,4,2,0,3,0,1
265,2,78.3,11,20,4,1,2,0,0,0
21,1,183.15,9,9,4,2,0,1,0,1
81,0,72.25,9,6,3,5,2,0,0,1
56,1,185.0,9,25,3,2,2,0,0,1
303,1,73.95,11,18,4,2,2,0,0,1
22,2,105.0,9,1,4,3,0,0,0,1
99,1,114.3,6,29,4,3,0,0,0,1
84,1,96.3,6,26,4,0,1,0,0,1
140,0,86.05,8,9,3,5,0,0,3,1
53,0,68.0,11,14,3,3,1,0,0,1
62,0,149.4,8,13,4,1,2,0,3,0
45,2,126.9,5,21,4,1,1,0,0,1
145,0,95.4,6,2,4,3,0,0,0,0
0,0,195.0,8,10,4,1,0,0,3,1
40,0,68.0,11,26,3,2,2,0,0,1
85,0,75.0,10,6,3,3,1,0,0,0
104,0,110.1,5,4,4,3,0,0,0,1
377,1,112.0,10,14,4,2,0,1,0,0
61,2,121.5,5,13,4,2,1,0,0,1
0,0,95.0,6,20,0,3,1,0,0,1
7,1,142.19,10,29,4,1,2,1,0,1
77,2,95.7,3,22,4,4,0,0,0,0
18,1,79.0,2,24,4,4,0,3,0,0
88,1,117.0,5,3,3,3,0,1,0,1
133,1,74.67,3,11,3,2,1,0,0,1
15,0,65.0,12,27,3,1,0,0,0,1
256,1,115.0,6,15,4,2,0,1,0,0
110,0,120.0,10,9,3,0,1,0,0,1
257,0,80.0,7,1,3,2,0,1,0,1
62,0,75.0,9,21,3,1,0,1,0,1
6,0,105.0,11,3,4,2,0,0,3,1
41,1,99.0,3,20,4,0,2,0,0,1
20,0,122.2,3,19,4,3,2,0,0,1
69,0,137.7,4,7,4,3,0,0,0,0
119,0,51.69,12,29,4,1,0,3,0,1
0,0,80.0,11,26,3,1,0,0,0,1
28,0,149.15,5,22,4,2,2,0,3,0
5,0,69.0,12,17,3,2,0,0,3,1
256,1,112.0,6,15,4,2,0,1,0,0
105,0,123.3,10,26,4,3,0,0,3,0
76,0,94.0,7,24,4,1,2,3,0,1
138,0,169.88,8,1,4,5,2,0,5,0
0,0,85.0,12,24,4,1,0,3,0,1
16,0,95.0,9,11,3,1,2,0,0,1
21,0,85.0,2,11,4,1,0,0,0,0
93,1,159.17,9,10,4,5,2,0,3,0
247,1,115.0,6,6,4,1,1,1,0,0
138,0,90.95,4,23,4,2,2,0,0,1
99,0,140.4,5,26,4,3,0,0,3,1
241,0,106.0,10,24,2,2,1,0,4,0
9,1,149.0,9,15,4,2,0,3,0,0
22,1,125.1,10,2,4,0,2,0,0,1
26,2,144.5,4,11,4,3,1,0,3,1
11,2,90.0,8,24,4,3,1,0,0,1
100,0,108.0,10,16,3,1,0,1,0,0
174,0,94.5,7,31,4,0,2,3,0,0
1,2,112.0,2,14,3,2,2,0,3,1
2,1,101.0,4,3,4,0,2,0,0,1
8,2,240.0,8,10,4,2,0,0,5,1
179,1,96.3,7,1,4,1,0,0,0,0
9,1,128.5,9,11,4,2,0,0,0,1
17,0,65.0,12,9,2,1,0,0,0,1
44,0,91.2,11,19,4,1,1,0,0,0
33,1,0.0,4,18,4,2,1,0,0,1
0,0,160.0,9,27,2,1,0,0,0,1
155,0,95.2,8,21,4,5,3,0,0,0
88,0,72.25,4,2,4,2,2,3,0,1
298,0,93.0,5,10,3,2,0,0,0,1
251,1,73.35,11,21,4,1,1,3,0,1
44,1,80.26,3,10,4,3,2,0,0,1
289,0,67.0,10,17,3,1,0,0,0,1
40,1,82.1,3,7,4,2,1,3,0,1
42,0,103.84,4,21,4,3,1,0,0,1
168,2,127.0,10,1,4,1,1,0,0,0
276,0,61.0,5,13,3,3,2,0,0,0
4,1,125.0,12,28,4,4,1,0,0,1
2,0,66.0,1,13,2,2,0,0,0,1
17,1,125.8,12,29,4,3,1,0,3,1
11,0,74.8,3,11,3,2,0,0,0,1
107,1,130.0,6,10,3,2,0,0,0,1
187,1,122.4,10,1,4,2,2,0,3,0
119,1,71.0,4,4,3,3,1,0,0,1
31,0,71.0,2,4,2,2,0,0,0,0
83,1,0.0,12,17,1,0,0,0,0,1
20,2,89.0,9,12,4,0,1,3,0,1
12,0,135.0,5,7,4,1,0,0,0,0
12,0,65.0,8,5,2,3,0,0,0,1
211,0,100.0,5,20,3,2,0,0,0,0
41,0,69.29,12,27,3,5,2,0,0,1
104,2,186.3,4,27,4,2,0,0,5,1
67,1,104.55,11,10,4,2,0,0,0,0
120,0,72.25,8,2,3,4,0,0,0,1
96,2,191.57,7,16,4,5,2,1,3,1
69,2,123.3,7,17,4,0,1,0,0,1
98,1,109.81,4,30,4,5,2,0,0,1
309,0,65.0,5,13,3,2,1,0,0,1
21,3,124.25,8,29,4,3,1,0,0,1
100,1,94.5,7,23,4,1,2,3,0,1
6,1,139.0,6,30,4,1,0,3,0,0
37,2,143.1,6,26,4,2,2,1,0,1
22,3,109.1,11,18,4,2,0,0,1,1
23,1,68.07,11,24,4,3,2,0,0,1
418,0,75.0,9,26,4,2,1,0,0,0
3,0,69.0,2,8,3,3,1,0,0,1
19,0,66.0,2,20,3,1,2,0,0,1
39,0,194.85,9,21,4,1,0,1,0,1
12,2,177.0,6,19,4,2,2,0,3,1
44,0,75.0,2,17,3,3,0,0,0,1
86,0,100.0,9,9,2,2,0,0,0,1
24,2,150.0,6,14,4,5,0,0,3,1
13,1,95.0,9,11,4,1,0,0,0,1
286,0,90.0,10,16,3,0,1,0,0,0
88,0,88.0,12,6,4,1,0,3,0,0
12,1,136.0,4,11,4,2,1,0,3,1
28,0,73.88,3,4,4,2,2,0,0,1
305,0,89.0,11,4,4,2,1,0,0,0
103,0,115.0,4,19,4,2,0,0,0,0
16,1,138.0,12,29,4,3,0,0,0,1
186,1,96.3,7,28,4,2,0,0,0,0
51,1,93.0,12,25,4,3,2,0,0,1
17,0,92.67,12,8,4,3,0,3,0,1
0,1,126.0,10,30,4,2,1,0,3,1
110,0,94.5,7,25,4,1,2,1,0,0
221,2,115.5,9,29,4,3,0,0,0,0
59,1,105.0,4,4,3,3,1,0,0,1
259,1,104.55,12,7,4,4,0,0,3,1
22,0,140.0,5,20,3,2,0,0,0,1
6,0,70.0,8,5,3,4,2,0,0,1
150,0,71.6,1,18,3,4,1,0,0,1
37,1,64.8,3,23,3,4,0,3,0,1
24,1,0.0,9,11,4,0,1,3,0,1
58,0,87.3,7,8,3,1,0,0,3,1
6,1,97.02,5,23,4,2,1,0,0,1
44,1,103.05,10,15,4,2,0,0,0,0
20,0,90.0,9,18,3,2,2,0,0,0
3,0,93.29,3,30,4,5,2,3,0,0
19,2,187.0,7,3,4,2,2,0,3,1
43,0,152.1,8,22,4,4,1,0,0,1
18,2,88.0,11,17,4,3,0,3,0,1
25,2,141.0,5,22,4,1,2,0,0,1
34,1,71.1,3,14,4,3,1,3,0,1
51,1,137.7,7,15,4,1,0,0,3,1
55,1,74.8,12,13,4,9,2,0,0,1
80,0,86.4,11,21,4,1,1,0,0,0
80,0,95.24,4,28,4,3,0,0,3,1
135,1,99.9,5,6,4,2,0,0,0,1
101,0,80.0,4,4,3,2,1,0,0,0
149,2,77.85,7,23,4,1,0,0,3,1
0,0,101.0,3,21,4,0,1,0,0,0
64,0,94.5,7,25,4,0,1,3,0,1
121,0,90.0,6,24,3,2,1,0,0,0
10,0,128.86,4,16,4,5,2,0,3,0
75,1,90.95,4,11,4,3,1,0,0,1
12,0,72.0,10,4,3,0,1,0,0,1
279,0,110.0,10,12,3,3,0,0,0,0
69,1,135.9,8,15,4,5,1,0,0,1
3,0,95.0,6,24,3,2,0,0,0,1
74,0,101.5,9,18,3,2,0,1,0,1
256,0,90.0,6,15,3,2,0,1,0,1
16,0,77.53,12,22,4,3,2,0,3,1
4,1,94.0,11,8,2,2,0,0,3,1
110,0,190.8,10,14,4,2,0,0,5,0
43,1,85.07,11,1,4,3,0,3,0,1
101,1,103.5,5,1,4,0,2,3,0,1
34,0,102.74,10,26,3,4,1,1,1,1
0,1,149.0,10,24,4,1,1,0,0,1
56,1,116.1,5,13,4,2,1,3,0,1
95,2,119.0,12,7,4,4,0,0,3,1
32,0,129.15,6,27,4,3,1,0,3,1
4,1,103.0,7,1,2,1,0,0,3,1
231,2,81.82,8,1,4,7,3,0,1,0
2,0,86.32,1,2,4,4,2,1,0,1
140,1,103.5,8,12,4,2,0,3,0,1
265,0,90.0,6,24,3,2,0,1,0,1
215,1,92.16,8,14,4,5,2,0,0,1
192,0,102.0,9,25,3,3,2,0,0,0
23,0,80.0,3,16,3,1,0,0,0,1
103,0,80.1,10,31,4,0,1,3,0,1
130,0,80.75,9,3,3,1,2,0,0,1
40,0,71.1,3,11,4,2,2,3,0,0
1,2,0.0,10,3,1,1,1,0,0,1
47,2,139.5,10,9,4,1,2,0,3,1
128,0,80.75,9,15,3,1,0,0,0,1
93,0,115.0,10,15,3,1,2,0,0,0
43,2,20.0,11,25,1,2,0,0,3,1
188,0,90.95,7,28,4,5,2,0,0,0
161,1,89.25,7,30,4,2,2,3,0,1
5,0,134.1,9,6,4,1,0,3,0,0
194,0,163.2,8,26,4,2,2,0,5,0
74,0,75.0,12,2,3,2,0,0,0,1
46,2,119.5,10,25,4,2,0,3,0,1
29,0,85.0,12,2,2,2,0,0,0,1
165,0,180.2,8,19,4,3,2,1,0,0
81,1,89.25,10,25,4,2,2,0,0,0
188,0,105.3,8,13,4,1,1,0,0,0
43,0,118.0,12,31,3,3,0,0,0,1
32,1,214.21,10,29,4,1,2,0,6,1
15,0,93.17,5,7,4,1,2,0,0,1
72,2,149.4,5,2,4,1,1,0,3,1
238,3,124.2,9,13,4,3,0,0,0,1
6,3,138.0,9,12,4,0,1,3,0,1
181,0,120.0,10,11,3,2,0,0,0,0
72,0,149.4,9,12,4,5,2,0,3,1
151,2,104.85,10,23,4,2,2,0,0,0
247,0,109.0,6,6,3,1,1,1,0,0
81,3,110.8,12,30,4,4,0,0,0,1
2,0,66.0,1,14,2,1,0,0,0,1
1,0,60.0,2,28,4,1,2,0,0,0
55,2,79.2,11,9,4,4,1,0,0,0
21,0,156.0,5,21,4,1,2,0,3,0
18,0,115.0,4,14,4,2,0,3,0,0
47,2,93.6,12,17,4,2,2,0,0,1
31,2,94.5,10,11,4,2,2,0,0,1
202,0,109.8,10,22,4,1,2,0,3,0
349,0,80.0,10,4,3,5,1,0,0,0
64,0,101.52,9,28,3,3,0,0,0,1
150,1,85.5,6,27,4,0,1,3,0,0
124,4,163.8,9,4,4,1,2,1,0,1
86,0,134.1,8,14,4,0,1,0,0,0
0,0,119.0,4,26,4,1,0,3,0,1
91,0,116.1,6,18,4,1,1,3,0,0
1,0,89.25,6,17,3,1,0,1,0,1
78,1,132.3,10,7,4,2,0,0,3,0
40,1,87.3,9,6,4,2,0,3,0,1
47,0,72.5,2,26,4,2,1,3,0,1
1,1,105.0,8,10,4,1,1,0,0,1
57,1,112.2,11,11,4,2,1,0,0,0
301,1,115.0,7,30,3,1,1,1,0,0
15,0,109.0,12,15,2,1,0,0,4,1
305,0,89.0,11,4,3,2,1,0,0,0
2,0,86.0,2,7,4,0,1,0,0,1
142,0,85.5,7,1,4,2,0,3,0,0
113,0,100.0,5,31,2,3,0,0,0,0
51,0,117.9,6,30,4,3,0,0,0,0
80,0,105.3,7,20,4,1,0,0,0,0
70,0,186.3,4,20,4,1,0,0,5,0
238,1,94.07,9,1,4,4,2,0,0,1
75,0,89.75,10,1,3,1,0,0,0,1
45,0,147.6,11,7,4,2,1,0,0,1
1,0,91.2,9,29,4,2,0,3,0,1
73,1,149.4,6,16,4,3,0,0,3,1
138,0,80.75,9,11,3,1,2,0,0,1
17,0,65.0,9,20,2,1,2,0,0,1
0,0,99.14,8,29,4,5,2,3,0,1
304,0,89.0,11,3,4,3,0,0,0,0
164,0,115.0,10,16,4,0,1,0,0,0
75,0,80.0,3,17,3,3,1,0,0,0
203,1,65.49,8,8,4,4,1,0,0,1
64,0,136.8,9,6,4,5,1,0,3,0
15,1,148.0,9,20,4,1,0,0,0,1
21,0,234.0,9,19,4,3,1,0,5,0
5,0,131.0,10,4,2,5,0,0,0,0
83,2,96.3,4,10,4,1,2,0,0,1
99,0,125.1,9,12,4,2,1,3,0,0
68,1,99.45,3,20,4,3,2,0,3,1
166,1,90.95,7,6,4,4,0,0,0,1
175,1,123.25,7,24,4,2,2,1,0,0
77,0,109.8,3,25,4,2,0,0,0,1
40,0,65.0,10,31,3,1,2,0,3,1
81,0,132.6,6,7,4,4,0,0,3,1
60,0,116.1,6,1,4,1,0,3,0,0
34,0,76.5,10,18,3,0,1,0,0,1
71,0,98.0,5,10,3,3,0,1,0,1
90,0,114.3,6,28,4,5,1,0,0,0
100,0,108.0,10,16,4,1,0,1,0,0
1,2,111.0,7,20,4,1,0,0,0,1
2,0,110.0,10,8,0,2,2,0,3,1
102,0,80.0,10,16,3,2,0,1,0,0
234,0,106.0,10,17,2,2,1,0,4,0
275,0,90.0,10,5,4,4,1,0,0,0
59,1,126.0,10,16,4,2,2,0,0,1
39,1,89.3,1,17,4,0,2,0,3,1
8,2,135.67,10,29,4,1,2,3,0,1
32,0,152.98,10,2,4,3,2,1,3,1
151,0,63.75,8,5,3,2,1,3,0,1
229,0,116.95,7,4,4,3,1,0,3,0
4,0,75.0,8,10,3,1,1,0,0,0
11,1,148.0,9,5,4,3,1,0,0,1
232,2,167.95,8,22,4,4,1,0,5,0
8,0,56.0,3,1,3,3,0,0,0,1
68,0,121.5,5,10,4,3,0,0,0,0
49,0,75.0,11,9,3,3,0,0,0,1
29,0,76.5,9,12,3,1,0,0,0,1
177,0,82.88,8,24,4,4,0,3,0,0
2,1,102.0,1,31,4,2,2,0,0,1
167,0,78.2,10,5,3,2,0,0,0,0
9,1,245.0,9,30,4,3,2,0,5,1
134,0,103.5,8,10,4,2,0,3,0,0
10,1,94.91,11,4,4,2,2,3,0,1
19,0,80.0,10,6,3,3,0,0,0,1
5,0,89.0,4,19,4,1,0,3,0,1
69,0,123.98,9,1,4,6,2,3,0,0
8,2,112.0,8,28,4,0,1,0,0,1
3,0,66.0,1,22,2,1,0,0,0,1
82,0,99.45,4,6,4,4,1,0,3,0
6,0,65.0,7,26,2,3,0,0,0,1
10,0,118.0,3,18,4,2,0,0,0,0
13,0,65.0,11,15,2,0,1,0,0,1
64,0,149.4,9,16,4,1,0,0,3,0
13,1,97.0,1,16,4,1,0,0,3,1
164,2,93.5,9,8,4,5,1,0,0,0
15,1,109.34,4,20,4,1,0,0,3,1
8,0,65.0,4,20,2,1,0,0,0,1
51,1,69.0,11,11,3,4,0,0,3,1
7,0,75.2,11,24,4,1,0,0,0,1
75,0,105.0,10,30,3,0,2,1,0,0
11,2,153.0,8,28,4,2,0,0,5,1
7,1,139.0,9,11,4,0,2,0,0,1
13,1,94.35,5,29,4,0,1,0,0,1
148,0,79.53,6,25,4,5,2,0,0,0
153,1,101.35,7,30,4,5,2,0,3,0
57,0,88.4,12,26,4,3,1,3,0,0
4,2,107.0,3,22,4,2,0,0,0,1
43,1,145.2,10,15,4,4,2,0,3,1
31,0,85.5,10,4,3,1,0,0,0,1
179,3,90.9,10,27,4,3,1,0,0,1
50,0,141.0,11,2,3,4,0,1,0,1
113,0,105.3,7,12,4,5,2,0,0,0
81,1,99.45,3,24,4,3,1,0,3,0
11,0,67.4,1,31,4,0,2,0,0,1
199,0,106.0,9,12,2,2,1,0,4,0
94,0,138.25,7,13,4,3,0,0,4,1
53,2,77.86,11,29,4,4,0,0,1,1
1,0,104.0,4,23,4,1,1,3,0,1
63,1,97.71,5,22,4,1,2,0,0,1
23,0,91.67,3,8,4,3,0,0,0,1
190,0,128.92,8,22,4,6,3,1,0,0
119,2,146.7,6,29,4,2,0,0,0,1
25,1,152.1,7,23,4,3,2,0,0,0
49,0,65.75,3,2,4,4,1,3,0,1
26,3,124.0,9,12,4,1,2,0,0,1
106,2,135.9,9,20,4,5,1,0,0,0
41,1,160.0,10,21,4,2,0,0,0,0
65,0,146.7,7,26,4,3,0,0,3,0
14,0,105.0,7,21,2,2,0,0,0,0
75,1,82.45,4,1,4,3,2,0,0,1
23,1,108.57,5,2,4,2,1,0,0,1
59,1,139.5,9,7,4,1,0,0,3,1
7,1,117.04,10,3,4,2,1,0,0,1
3,1,82.88,12,21,4,4,0,0,0,1
2,2,117.75,2,10,4,4,0,0,0,1
116,0,86.36,8,6,3,1,2,0,0,0
124,0,159.3,6,3,4,2,1,0,3,0
0,0,0.0,1,20,1,1,0,0,0,1
0,1,0.0,12,10,1,1,0,0,5,1
54,0,88.2,3,18,4,2,1,3,0,0
22,1,108.57,6,21,4,2,0,0,0,1
23,0,140.0,10,21,4,2,0,0,0,0
62,3,149.4,9,14,4,4,1,0,3,1
203,2,114.3,8,17,4,2,0,0,3,0
253,3,89.25,9,12,4,5,2,0,0,1
2,0,99.14,8,19,4,5,2,0,0,1
102,0,80.0,10,16,4,2,0,1,0,0
91,2,121.5,10,7,4,1,0,0,0,0
63,1,93.6,11,1,4,4,0,0,0,1
2,0,81.0,1,20,4,2,0,3,0,1
5,0,0.0,9,26,1,0,1,0,0,1
141,2,72.25,7,13,3,4,1,0,0,1
196,0,105.4,9,12,4,5,2,0,0,0
55,2,86.4,12,8,4,3,0,0,0,1
0,0,102.0,3,4,3,2,0,0,0,1
130,1,97.65,8,22,4,3,1,0,0,0
22,1,124.0,9,18,4,2,0,0,0,0
13,2,75.0,8,7,4,1,0,0,0,1
133,0,103.7,6,27,4,4,1,0,3,0
63,0,116.0,9,4,3,2,0,1,0,1
56,1,79.0,12,6,4,2,0,0,3,1
178,0,112.01,9,2,4,5,2,0,1,0
7,2,215.0,5,13,4,1,0,0,3,1
67,1,128.7,4,3,4,1,2,0,3,0
95,0,79.56,7,15,3,2,2,0,0,1
4,1,111.0,11,22,4,1,0,0,0,0
52,1,99.9,6,20,4,3,1,0,0,1
0,0,85.93,5,12,4,1,0,3,0,1
23,0,142.0,10,2,4,2,1,0,3,1
9,0,145.0,10,7,4,3,0,0,0,1
41,1,87.09,4,22,4,5,2,0,3,1
17,1,173.67,7,28,4,3,0,0,3,1
238,0,80.0,10,13,3,1,0,0,0,1
54,2,156.93,7,10,4,0,1,0,5,1
29,0,100.33,3,12,4,4,2,0,3,1
56,1,194.5,11,6,4,0,2,0,3,0
10,0,137.7,7,4,2,1,1,0,0,1
64,0,130.0,5,17,2,2,0,0,0,1
5,0,75.0,12,8,2,3,0,0,0,1
62,1,97.2,11,4,4,2,0,0,0,1
69,2,168.3,9,8,4,3,1,0,3,1
64,4,105.6,10,31,4,2,1,0,3,1
49,1,75.95,3,8,4,4,0,0,0,1
31,0,94.5,4,24,4,0,1,3,0,0
9,1,149.0,9,22,4,1,0,3,0,1
28,1,97.58,9,27,4,3,0,3,0,1
0,0,75.0,3,24,3,1,0,0,0,1
75,1,146.7,7,30,4,1,0,0,3,1
275,0,110.0,4,17,3,0,2,1,0,0
99,2,118.8,10,19,4,4,0,0,0,1
12,1,160.0,10,16,4,0,1,0,0,1
9,1,89.0,1,12,4,4,0,0,0,1
7,1,52.36,12,15,4,1,0,3,0,1
10,2,105.0,9,8,4,4,0,0,0,1
34,1,131.4,4,2,4,1,1,0,3,1
72,0,95.0,9,21,3,3,0,0,0,1
10,0,67.0,8,29,3,1,0,0,0,1
126,0,89.25,5,22,4,2,2,3,0,0
50,2,93.6,11,18,4,2,1,0,0,1
35,3,138.0,10,9,4,1,2,0,0,1
7,0,91.0,4,7,2,1,0,0,0,1
47,1,81.5,2,26,4,2,1,3,0,1
89,2,72.25,11,23,4,2,1,0,0,1
38,0,55.59,1,15,4,2,1,0,0,1
137,0,135.9,9,30,4,2,1,0,3,0
11,1,155.5,8,18,4,3,1,0,3,0
158,1,131.8,7,7,4,3,0,0,0,0
104,3,146.7,7,5,4,1,0,0,3,1
94,1,110.75,3,28,3,5,1,1,0,1
38,0,140.4,5,13,4,2,1,0,3,0
34,1,103.5,10,12,4,2,1,0,0,1
81,0,89.31,3,23,4,5,2,0,0,1
12,1,141.0,6,19,4,2,2,0,0,1
64,1,131.4,12,30,4,1,0,0,3,1
119,1,82.87,8,27,4,6,2,0,0,1
57,1,105.3,7,12,4,1,0,0,0,1
66,0,75.0,10,9,3,2,1,0,0,0
14,1,166.0,8,15,4,1,1,0,3,1
55,2,142.2,10,18,4,2,0,0,0,1
45,2,104.72,12,26,4,4,1,0,0,1
3,1,65.0,3,20,2,0,2,0,0,1
50,2,111.6,12,25,4,0,1,0,0,1
88,0,112.2,10,5,3,1,1,1,0,1
14,2,231.0,7,21,4,1,0,0,5,1
146,0,89.75,9,21,3,1,0,0,0,1
13,2,126.0,10,19,4,1,1,0,0,1
174,1,119.85,9,2,4,2,2,0,0,0
127,0,90.0,4,28,3,3,1,0,0,0
5,1,120.0,10,19,4,1,1,0,0,1
1,0,131.0,4,24,4,0,1,0,0,0
167,0,80.75,6,28,4,4,0,3,0,0
19,0,167.0,4,27,4,1,0,0,3,0
0,1,83.16,12,26,4,0,1,0,3,1
36,0,80.0,1,19,3,2,0,0,0,1
229,0,70.44,10,27,4,3,0,0,0,0
50,0,111.6,12,27,4,1,0,0,0,0
162,0,70.0,9,17,3,3,0,0,0,1
1,0,70.0,2,28,4,2,2,0,0,0
73,2,88.0,11,25,4,2,0,3,0,1
0,1,140.25,10,24,4,2,2,0,0,1
30,2,94.5,9,13,4,2,2,0,0,1
22,0,149.33,6,2,4,3,0,0,3,0
0,0,74.14,5,16,4,0,1,3,0,1
34,2,103.05,10,11,4,0,2,0,0,1
57,0,60.0,11,17,3,3,0,0,3,1
42,0,86.98,3,20,4,2,2,3,0,0
54,0,125.1,8,26,4,1,0,3,0,0
130,0,96.9,7,26,3,3,0,0,0,1
18,1,93.0,2,19,4,2,0,0,0,1
35,1,65.83,10,7,4,2,0,0,0,1
3,0,93.0,2,27,4,1,0,0,0,1
116,0,190.8,10,15,4,4,2,0,5,0
49,3,109.8,9,2,4,1,0,0,0,1
147,2,103.7,7,1,4,2,2,0,3,1
135,1,126.0,7,5,4,2,0,0,0,1
3,2,94.0,8,13,4,4,2,0,0,1
81,0,65.0,3,25,3,2,2,0,0,0
0,1,129.0,6,21,4,1,0,3,0,1
76,0,105.3,3,24,4,3,0,0,0,0
96,0,112.01,5,22,4,2,2,0,1,0
67,2,72.25,11,13,4,1,0,0,0,1
17,0,145.0,4,14,4,2,0,0,0,0
221,0,65.0,10,17,3,1,2,0,0,1
166,1,103.7,8,17,4,4,0,0,0,0
247,1,0.0,6,6,4,0,0,1,0,1
62,1,115.04,9,27,4,2,0,0,3,1
87,0,75.0,12,18,3,2,2,0,0,1
23,2,124.0,9,20,4,2,2,0,0,1
19,0,90.0,10,6,3,3,0,0,0,1
13,2,186.0,5,14,4,1,1,0,3,1
97,1,60.5,12,29,3,4,0,0,3,1
128,2,123.3,8,11,4,3,0,0,0,1
1,3,95.0,3,31,2,1,0,0,0,1
53,0,77.04,8,27,3,1,2,0,0,0
155,0,103.5,7,18,4,1,1,3,0,0
60,1,92.7,4,1,4,2,1,0,0,0
63,1,63.75,3,10,4,3,1,3,0,1
81,0,96.3,4,15,4,2,0,0,0,0
0,1,84.14,4,28,4,3,0,0,3,1
49,1,73.8,11,11,4,2,0,3,0,0
158,1,82.88,7,2,4,2,2,3,0,1
4,1,72.07,2,4,4,2,0,0,0,1
174,1,103.5,8,7,4,1,2,3,0,0
0,1,122.5,12,30,4,4,0,0,0,1
12,0,89.89,12,10,4,2,2,0,0,1
19,1,73.9,1,30,4,1,0,0,0,1
40,0,109.8,8,28,4,0,1,0,0,1
2,1,122.0,6,26,4,0,2,3,0,1
9,0,91.6,9,7,4,1,1,0,0,1
75,1,140.4,5,2,4,2,1,0,3,0
175,0,115.6,12,7,4,4,0,0,3,1
322,0,52.0,12,9,3,2,0,0,0,1
22,2,206.0,6,13,4,3,1,0,5,1
105,0,110.0,10,12,3,2,1,1,0,0
159,0,105.3,8,5,4,1,0,0,0,0
7,2,138.5,10,30,4,2,2,0,0,1
3,0,114.67,3,7,4,5,1,0,0,1
49,2,74.8,11,16,4,4,0,3,0,0
56,3,94.5,10,21,4,3,0,0,0,1
125,1,114.3,7,9,4,1,2,0,0,1
17,1,67.0,8,22,2,1,1,0,0,1
10,1,85.0,9,5,3,1,0,0,0,1
57,0,84.6,7,18,4,0,1,3,0,1
136,1,221.3,8,12,4,2,0,0,5,0
35,2,158.4,10,3,4,3,1,0,3,1
29,0,75.0,10,20,3,3,0,0,3,1
15,0,86.0,2,18,3,3,0,0,0,1
7,1,231.78,10,13,4,2,0,0,6,1
210,1,67.42,8,15,4,5,2,0,0,1
67,0,139.5,7,12,4,4,0,0,3,1
18,0,191.0,8,15,4,2,1,0,3,1
37,0,85.5,9,16,4,2,0,0,0,1
32,2,105.4,3,4,4,2,0,0,3,1
243,0,89.2,9,20,4,2,2,0,0,0
222,0,168.3,10,29,4,1,0,0,5,0
61,0,130.5,8,29,4,3,1,0,3,1
2,3,123.5,8,21,4,2,0,0,0,1
